child_age,monthly_income,monthly_expense,education_expense,saving_rate,education_rate,has_emergency_fund,has_education_fund,has_basic_insurance,cashflow_score,education_score,protection_score,financial_health_score
15,50857,53084,8557,-0.04378944884676642,0.1682560906069961,1,1,1,58,62,97,71
15,57039,40041,23538,0.29800662704465364,0.41266501867143535,0,0,1,64,41,57,55
3,56955,34659,4341,0.3914669475902028,0.07621806689491704,0,1,0,89,83,42,73
5,31936,19000,1794,0.40506012024048094,0.056174849699398795,0,0,0,91,50,49,66
14,27628,27839,7242,-0.007637179672795714,0.2621253800492254,1,1,0,51,66,79,64
11,54622,41490,19245,0.24041594961737028,0.35233056277690306,1,0,1,80,38,100,73
9,20038,18180,1764,0.09272382473300729,0.08803273779818345,1,1,1,74,73,96,80
7,15104,8506,1137,0.4368379237288136,0.0752780720338983,1,1,0,95,78,70,82
3,23750,15097,1893,0.3643368421052632,0.07970526315789474,0,1,0,83,79,31,66
8,34691,32111,2154,0.07437087429016172,0.06209103225620478,0,0,1,62,47,63,58
13,50874,27508,5777,0.45929158312694107,0.11355505759326964,1,1,0,96,83,73,85
12,47772,23954,5493,0.49857657205057354,0.11498367244410952,1,0,0,100,55,69,77
7,18582,9477,2794,0.4899903132063287,0.15036056398665376,1,1,0,93,82,71,83
12,52602,27896,14945,0.4696779590129653,0.2841146724459146,1,1,1,91,73,100,88
11,8520,5100,931,0.4014084507042254,0.10927230046948357,1,1,0,97,82,72,85
10,15151,8223,1976,0.4572635469605967,0.13042043429476602,0,1,1,89,82,72,82
3,43722,24777,15899,0.43330588719637714,0.36363844288916336,0,0,1,86,53,69,71
5,12538,7885,3818,0.37111182006699633,0.3045142765991386,0,1,1,87,79,76,81
15,27457,17746,3753,0.3536803001056197,0.13668645518447026,1,1,1,92,62,98,85
9,8650,8486,3707,0.018959537572254336,0.42855491329479767,0,0,0,45,32,34,38
3,37527,21006,15223,0.44024302502198415,0.4056545953580089,0,0,0,81,56,43,62
6,20527,20372,735,0.0075510303502703754,0.035806498757733715,1,1,0,60,76,59,64
9,34895,27227,6270,0.21974494913311363,0.1796819028514114,1,1,0,82,73,65,74
7,51227,45614,22791,0.10957112460226053,0.44490210240693384,1,1,0,47,69,69,60
11,14534,13816,4623,0.049401403605339206,0.3180817393697537,0,1,1,41,68,60,55
10,35062,28746,624,0.180138041184188,0.017797045234156636,1,0,1,76,50,98,75
12,36181,24205,9605,0.33100245985461985,0.26547082722976145,1,0,1,87,46,100,78
15,33690,23687,14218,0.2969130305728703,0.422024339566637,0,1,0,58,79,40,59
14,16555,14882,5697,0.1010570824524313,0.3441256418000604,1,0,0,61,45,67,58
3,26020,13068,2855,0.49777094542659495,0.10972328977709454,0,0,0,93,51,42,65
6,33611,18422,8545,0.4519056261343013,0.25423224539585254,0,1,0,84,75,51,72
10,18558,11296,2947,0.39131371915077057,0.15879943959478393,0,0,0,78,52,33,57
11,9509,8522,2596,0.10379640340729834,0.2730045220317594,0,0,1,54,39,63,52
4,30842,31949,11181,-0.03589261396796576,0.36252512807210946,1,1,1,41,70,97,67
6,55320,56864,14703,-0.027910339840925523,0.26578091106290674,1,1,1,63,69,98,75
13,12211,9175,1870,0.2486282859716649,0.1531406109245762,0,1,1,65,71,65,66
15,20184,14943,4519,0.25966111771700356,0.2238902100673801,0,0,1,68,35,63,57
10,45189,46393,11036,-0.026643652216247316,0.24421872579610082,0,0,1,46,34,73,50
12,50353,36477,14760,0.275574444422378,0.29313049867932395,1,1,0,75,71,67,71
9,23494,20015,848,0.14808036094321955,0.03609432195454158,1,0,0,79,53,79,71
7,28787,24285,7059,0.1563900371695557,0.2452148539271199,0,1,1,65,76,62,67
12,14733,7108,2335,0.5175456458290911,0.1584877485915971,0,0,0,88,55,39,64
15,32174,32092,580,0.0025486417604276743,0.01802697830546404,0,1,0,49,70,33,51
5,46237,35902,4428,0.2235222873456323,0.0957674589614378,0,1,0,77,76,39,66
13,40119,27245,11048,0.3208953363742865,0.27538074229168225,1,0,0,78,35,81,66
14,21493,21057,1778,0.020285674405620433,0.08272460801191085,0,1,0,46,66,35,49
12,57912,60639,17340,-0.047088686282635725,0.29941980936593454,1,1,1,61,69,95,74
6,59119,52830,6658,0.10637865999086588,0.11262030819195183,0,1,1,60,83,69,70
10,20257,13485,968,0.33430419114380217,0.047785950535617315,1,1,1,87,74,100,87
7,32233,17709,1305,0.4505941116247324,0.04048645797784879,1,1,0,97,85,74,86
13,11268,10364,2539,0.08022719204827831,0.22532836350727725,0,0,0,52,34,40,43
9,33748,18505,4102,0.45167121014578643,0.12154794358184189,1,1,0,94,86,78,87
14,23638,13426,5662,0.4320162450291903,0.23952957102969794,0,0,0,81,45,30,55
3,46928,32656,16026,0.3041254688032731,0.3415018752130924,0,1,0,69,72,40,61
15,14154,8007,2995,0.43429419245442985,0.21160096085912108,1,1,1,92,68,100,87
13,42033,42776,1179,-0.01767658744319939,0.028049389765184497,0,1,0,54,68,30,51
6,32758,18277,4987,0.4420599548201966,0.1522376213444044,1,0,1,100,50,100,85
6,10693,9558,4760,0.10614420649022725,0.4451510333863275,1,0,1,66,43,100,70
7,48881,40285,5828,0.17585564943434054,0.11922833002598146,1,1,1,72,75,100,81
10,28042,12784,7550,0.5441124028243349,0.2692389986448898,1,0,0,97,41,81,75
5,13636,11978,2717,0.12158990906424172,0.1992519800528014,0,0,1,63,40,60,55
13,33312,28836,7039,0.13436599423631124,0.2113052353506244,0,1,1,64,64,70,66
15,21074,13579,2723,0.3556515137135807,0.12921135047926355,1,0,1,90,51,100,81
11,36960,26896,8754,0.2722943722943723,0.23685064935064934,1,1,1,81,73,100,84
9,13795,8510,5539,0.3831098223994201,0.4015222906850308,1,0,1,79,48,100,76
9,51914,23556,15665,0.5462495665909003,0.30174904649998074,1,0,0,100,48,75,77
3,15958,15550,6556,0.025567113673392657,0.4108284246146134,0,0,0,59,40,39,47
3,39782,38337,7076,0.03632296013272334,0.177869388165502,0,0,0,52,43,41,46
10,20061,12876,4764,0.35815761926125317,0.23747569911769104,1,0,1,85,52,100,79
4,46585,37116,12536,0.20326285284962972,0.26909949554577656,1,1,1,77,72,93,80
12,33521,15445,10011,0.5392440559649175,0.29864860833507356,1,0,1,100,53,100,86
11,21813,15530,9102,0.28803924265346353,0.41727410259936737,1,0,0,75,46,80,68
7,59443,46601,13408,0.21603889440304158,0.22556062109920427,0,1,1,60,75,61,65
12,46058,32132,19652,0.3023578965652004,0.42667940422944983,1,0,0,67,42,70,60
15,56014,40712,3954,0.27318170457385654,0.07058949548327204,0,1,1,84,68,63,73
5,49772,41198,18734,0.17226553082054166,0.3763963674355059,0,0,1,60,33,66,54
15,20602,10679,897,0.4816522667702165,0.043539462188137076,0,0,0,92,49,32,61
14,50089,39846,16758,0.2044959971251173,0.33456447523408334,0,0,1,65,43,77,62
12,13121,6945,4737,0.47069583111043367,0.3610243121713284,1,0,0,90,48,78,74
7,33586,26840,1613,0.20085750014887155,0.04802596319895194,0,1,0,71,78,34,62
11,53712,53392,4133,0.005957700327673518,0.07694742329460828,1,1,0,54,66,71,63
15,51472,53056,2542,-0.030774013055641904,0.04938607398197078,0,1,0,57,70,39,55
4,35278,35475,12612,-0.005584216792335167,0.3575032598219854,0,1,0,40,58,37,45
7,59219,41574,1202,0.2979618027997771,0.0202975396409936,0,0,0,82,58,40,62
15,32722,18827,7540,0.4246378583216185,0.23042601307988508,1,0,0,86,51,69,70
3,23608,14424,2007,0.38902067095899695,0.08501355472721112,0,0,1,95,63,67,77
6,27163,14348,10430,0.47178146743732285,0.383978205647388,1,1,0,91,83,84,86
6,37067,26599,15924,0.2824075323063642,0.42960045323333423,1,1,0,72,76,76,74
7,13141,7580,1623,0.42317936230119474,0.1235065824518682,0,1,0,83,77,40,68
9,33209,29493,1227,0.11189737721701948,0.0369478153512602,0,0,1,62,42,67,58
3,47894,46274,11517,0.033824696204117426,0.24046853468075333,1,0,0,49,41,75,54
3,15157,15885,3679,-0.04803061291812364,0.2427261331398034,1,1,1,56,68,92,70
6,16642,7736,2799,0.5351520249969955,0.16818891960100948,1,0,0,100,56,72,79
7,59277,27482,4573,0.5363800462236618,0.0771462793326248,1,1,1,100,79,100,94
9,11839,10074,1151,0.1490835374609342,0.0972210490750908,1,1,0,72,78,69,73
5,17627,18056,5873,-0.02433766381119873,0.3331820502637999,0,0,0,43,38,31,38
6,11985,11246,2622,0.06166040884438882,0.21877346683354193,1,0,1,65,40,98,67
4,23530,13931,5837,0.40794730131746704,0.24806629834254143,1,1,0,99,74,77,85
9,50728,35105,15923,0.30797587131367293,0.31388976502129,1,0,0,77,40,67,63
8,41475,42117,17152,-0.015479204339963833,0.4135503315250151,1,0,1,54,32,98,61
9,43321,43514,4472,-0.004455114147872856,0.10322938066988296,0,1,1,53,78,58,62
8,23131,17876,5657,0.22718429812805327,0.2445635726946522,0,0,1,68,47,72,63
10,59531,54237,8028,0.08892845744234097,0.13485410962355748,0,0,1,66,49,65,61
9,35592,32564,2931,0.08507529781973477,0.08234996628455833,1,0,0,63,52,71,62
3,36273,17106,11805,0.5284095608303697,0.3254486808369862,0,0,0,89,51,32,60
6,54660,43824,4400,0.1982436882546652,0.08049762166117819,1,1,0,80,76,67,75
7,57654,57211,23441,0.007683768689076213,0.4065806362091095,0,0,0,44,37,25,36
7,58659,32746,8110,0.4417565931911557,0.13825670400109105,1,1,1,92,82,100,91
9,28878,18841,2846,0.34756562088787313,0.09855253133873537,0,0,1,85,53,68,71
7,39892,32333,7828,0.18948661385741503,0.19622982051539156,0,1,1,64,86,76,74
15,20788,9463,8501,0.5447854531460458,0.4089378487588994,0,1,0,86,66,50,69
4,16966,12196,6493,0.28115053636685133,0.382706589649888,0,1,0,68,71,45,62
4,54321,46986,10815,0.13503065112939747,0.1990942729331198,0,1,0,50,84,39,57
5,39752,24019,16776,0.3957788287381767,0.42201650231434895,1,0,0,83,48,69,68
10,44551,40075,7333,0.10046912527216,0.16459787659087338,0,0,1,66,46,64,59
5,27667,20048,5286,0.2753822243105505,0.19105793906097518,1,1,1,86,74,100,86
10,29325,21302,11353,0.2735890878090367,0.3871440750213129,1,0,0,72,53,70,66
10,47390,34825,8195,0.2651403249630724,0.1729267778012239,0,1,1,76,80,66,74
10,35865,29202,4771,0.18578000836470096,0.1330266276313955,0,1,1,73,79,66,73
5,43128,26163,4114,0.39336393989983304,0.09539046559079949,1,0,0,88,51,75,73
3,41990,25791,12365,0.38578232912598237,0.294474874970231,0,0,1,85,48,69,69
5,26552,16887,897,0.3640027116601386,0.033782765893341365,0,0,0,83,61,38,63
4,41063,42140,14111,-0.02622799113557217,0.3436426953705282,0,0,0,32,33,32,32
7,25960,19200,3820,0.26040061633281975,0.14714946070878274,0,1,1,74,73,66,71
14,42944,35924,8515,0.16346870342771982,0.1982814828614009,1,0,1,82,39,99,74
4,50127,32735,11393,0.34695872483890916,0.2272827019370798,0,0,0,77,59,34,59
10,42301,42727,8116,-0.01007068390818184,0.19186307652301365,0,1,1,49,73,69,62
6,57482,57895,18377,-0.007184857868550155,0.31970008002505135,1,1,0,46,68,63,58
5,42074,43448,4480,-0.032656747635119075,0.10647906070257165,0,0,1,59,45,64,56
4,36539,26083,12295,0.28615999343167575,0.33648977804537616,1,1,1,80,68,99,82
10,38335,24151,11319,0.37000130429111777,0.29526542324246774,0,0,1,73,55,62,64
11,38054,27971,3603,0.2649655752351921,0.09468124244494666,0,1,0,79,74,34,64
7,44773,37875,7138,0.15406606660264,0.15942644004198958,0,0,0,65,44,43,52
15,33096,25711,9931,0.22313874788494079,0.30006647328982355,1,1,0,75,51,62,64
10,35879,31601,5859,0.11923409236600797,0.16329886563170656,1,0,0,68,43,65,60
11,13124,13140,5459,-0.0012191405059433099,0.4159555013715331,0,0,1,56,37,73,55
11,36535,37807,6204,-0.034815929930203916,0.1698097714520323,0,0,1,48,48,69,54
8,19731,9052,3708,0.5412295372763671,0.18792762657746692,1,1,0,97,84,71,85
3,53580,47188,8791,0.11929824561403508,0.16407241508025383,1,0,0,67,34,72,59
9,15826,8039,4132,0.4920384177935044,0.2610893466447618,0,1,0,92,89,45,77
13,28740,18477,10114,0.35709812108559497,0.35191370911621433,1,0,1,83,46,100,77
3,26056,21695,3755,0.16737027939821922,0.14411268038071845,1,0,0,68,40,74,62
4,20167,14276,829,0.2921108742004264,0.041106758565974115,0,0,0,81,46,47,60
7,11495,8279,2851,0.2797738147020444,0.24802087864288822,0,1,0,71,79,36,63
4,40105,29684,12414,0.25984291235506796,0.30953746415658895,1,1,0,72,66,64,68
15,26919,15511,6106,0.42378988818306773,0.22682863405029904,1,0,0,87,46,66,68
8,44947,32609,19780,0.2745010790486573,0.44007386477406724,0,1,0,71,65,35,58
4,20262,14982,5518,0.26058631921824105,0.27233244497088144,0,1,0,71,77,45,65
10,23963,14921,6614,0.37733171973459084,0.2760088469724158,1,1,1,96,74,100,91
3,18749,16828,1863,0.10245879780254948,0.09936529948263907,1,0,0,63,39,73,59
5,38185,17210,5332,0.5492994631399765,0.13963598271572608,0,0,1,99,62,76,81
11,58830,51000,662,0.13309535951045384,0.011252762196158422,1,0,1,70,45,99,71
10,54283,32381,3639,0.40347806864027413,0.06703756240443601,1,0,1,100,64,100,89
4,30732,29829,11475,0.029383053494728622,0.37338930105427565,0,0,0,48,31,39,40
4,50308,30177,5024,0.40015504492327264,0.09986483263099308,1,0,0,89,49,72,72
9,52254,50425,16250,0.03500210510200176,0.31098097753282045,0,1,1,47,68,70,60
14,14645,13216,600,0.09757596449300103,0.04096961420279959,0,1,0,63,68,43,58
15,11572,7688,3981,0.3356377462841341,0.344020048392672,1,0,1,84,51,97,78
15,33131,17529,2963,0.4709184751441248,0.08943285744468926,0,1,1,99,70,66,81
8,11281,9985,3525,0.11488343231982981,0.3124722985550926,1,1,1,72,67,98,78
3,47044,24828,12206,0.4722387552078905,0.2594592296573421,0,1,0,80,76,42,67
8,38017,39683,8498,-0.043822500460320386,0.2235315779782729,1,0,0,50,43,69,54
11,55539,30153,11568,0.45708421109490627,0.2082860692486361,1,1,1,93,79,100,91
7,48342,38597,18167,0.20158454346117247,0.375801580406272,0,0,1,64,48,70,61
11,52003,24899,20312,0.5212006999596177,0.3905928504124762,1,0,1,94,42,100,80
12,59790,47755,3683,0.2012878407760495,0.06159892958688744,0,0,0,72,49,40,56
9,49600,41824,11272,0.1567741935483871,0.22725806451612904,1,1,0,66,76,75,72
11,53726,29746,22552,0.4463388303614637,0.4197595205300972,1,1,1,91,74,99,88
3,18217,18434,5291,-0.011911950376022397,0.2904429928089147,0,1,1,45,70,63,58
9,47788,49345,4546,-0.03258140118858291,0.09512848413827739,0,1,0,46,57,33,45
12,26276,17057,6450,0.3508524889633125,0.2454711523824022,0,1,1,76,77,76,76
3,42908,30254,15705,0.2949100400857649,0.3660156614151207,0,0,1,72,45,71,64
4,47293,39977,13894,0.15469519802084875,0.29378554965851184,0,1,0,50,76,37,54
5,38000,29193,8341,0.23176315789473684,0.2195,0,1,0,65,79,38,61
12,37075,24609,13554,0.3362373567093729,0.36558327714093053,0,1,0,63,74,40,60
9,12611,12088,3916,0.04147173102846721,0.31052255967012926,1,0,0,53,51,61,55
11,49239,43444,14919,0.11769126099230284,0.30299153110339366,1,0,0,58,52,65,58
9,51026,34096,5151,0.3317916356367342,0.10094853604044997,0,1,0,77,83,47,70
15,25039,16877,5338,0.32597148448420465,0.21318742761292384,1,1,1,91,73,98,88
6,32304,33002,6442,-0.02160723130262506,0.19941802872709263,1,1,0,55,74,59,62
9,24862,21619,4234,0.13044002895985843,0.1703000563108358,0,0,1,62,52,65,60
8,50195,27694,19739,0.4482717402131686,0.3932463392768204,1,1,1,97,71,100,90
6,17836,12585,5485,0.29440457501681994,0.3075241085445167,0,0,1,73,58,73,69
3,34115,18589,5898,0.45510772387512827,0.1728858273486736,0,1,0,88,73,46,71
6,22964,21632,7972,0.058003832085002614,0.34715206410033095,0,0,1,52,40,60,51
12,39279,32888,3720,0.1627078082435907,0.0947070953944856,0,1,0,63,68,38,57
10,27658,12760,10030,0.538650661653048,0.36264371971943016,1,0,1,100,59,100,88
10,49361,27996,11268,0.43283158769068697,0.22827738498004496,1,1,1,91,75,100,89
4,57585,37852,16477,0.3426760441087089,0.28613354172093425,0,1,1,78,83,66,76
5,20687,11090,4297,0.463914535698748,0.20771499009039493,0,1,1,88,76,74,80
5,29218,18272,3644,0.37463207611746185,0.12471763981107536,1,0,0,92,58,76,77
7,38931,27466,12650,0.294495389278467,0.3249338573373404,0,1,1,84,72,72,77
3,57953,52559,2312,0.0930754231877556,0.0398943971839249,1,1,0,61,72,61,64
8,44573,38406,7035,0.13835730150539563,0.15783097390797118,0,1,1,61,71,71,67
3,59198,52202,23037,0.11817966823203487,0.3891516605290719,1,0,1,61,40,97,65
4,29269,26729,2986,0.0867812361201271,0.1020192012026376,0,1,0,60,70,39,57
7,53191,24651,5102,0.5365569363238142,0.09591848245003853,0,1,1,100,89,73,88
8,21040,20570,4743,0.022338403041825095,0.2254277566539924,1,0,0,51,40,59,50
11,32476,15144,9768,0.5336864145830768,0.30077595763025006,1,0,1,100,53,100,86
11,59156,33981,17924,0.4255696801676922,0.3029954696057881,0,0,1,94,48,68,72
14,17974,18744,3206,-0.042839657282741736,0.17836875486814288,0,0,1,47,40,60,49
9,9236,4225,1422,0.5425508878302295,0.15396275443915114,1,1,0,100,86,74,88
15,45646,32161,19402,0.295425667090216,0.4250536739254261,0,0,0,62,45,37,49
6,51133,29851,7109,0.4162087106174095,0.13902958950188724,1,0,1,97,59,100,86
11,15975,9856,6698,0.38303599374021907,0.41928012519561814,0,0,1,80,53,68,68
11,31583,29874,4682,0.05411138903840674,0.14824430864705695,0,1,0,48,75,40,54
14,13534,11418,5772,0.15634697798138023,0.4264814541155608,1,1,0,67,65,65,66
12,8607,4921,2624,0.4282560706401766,0.3048681305913791,0,0,1,87,49,71,71
5,19445,17246,2980,0.113088197480072,0.15325276420673695,0,1,0,55,66,38,53
3,29730,14311,8208,0.5186343760511268,0.27608476286579214,0,0,1,87,55,60,69
11,36863,20992,14539,0.43054010796733855,0.3944063152754795,0,1,1,79,66,68,72
14,14317,14270,4537,0.003282810644688133,0.31689599776489485,0,0,0,45,24,42,38
7,48305,25185,8684,0.4786254010971949,0.17977435048131662,0,1,0,92,85,44,76
7,57800,34641,11246,0.4006747404844291,0.1945674740484429,1,1,0,100,78,70,84
5,49591,23432,8293,0.5274949083503055,0.1672279244217701,0,1,1,90,87,72,84
10,15721,11650,5869,0.25895299281216205,0.3733223077412378,1,1,0,61,73,75,69
8,58021,60126,9113,-0.036279967597938674,0.15706382171972216,0,1,1,46,69,65,59
8,28121,27483,7646,0.022687671135450376,0.27189644749475483,0,0,1,52,48,55,51
11,47382,46877,5473,0.010658055801781268,0.11550799881811659,0,1,0,48,74,39,53
15,54929,34682,18221,0.3686031058275228,0.33171912832929784,1,0,1,85,41,100,76
14,27660,12458,1726,0.5496023138105568,0.06240057845263919,1,1,0,100,79,87,90
15,23890,17160,3112,0.28170782754290496,0.13026370866471326,1,1,0,79,65,76,74
13,17951,11449,4132,0.36220823352459475,0.23018216255361817,0,1,1,80,75,72,76
4,43471,43904,15388,-0.009960663430792943,0.3539831151802351,0,0,1,40,38,78,51
10,57706,45044,7860,0.21942259037188508,0.13620767337885142,0,0,1,73,47,79,67
7,49960,39122,11275,0.21693354683747,0.22568054443554844,1,1,1,81,74,100,85
15,54434,40481,18872,0.25632876511004155,0.3466950802807069,1,1,0,75,66,74,72
13,54485,54133,20285,0.006460493713866202,0.37230430393686337,1,1,0,44,69,70,60
15,49164,46515,14649,0.05388088845496705,0.29796192335855504,0,0,0,59,37,40,47
6,26129,19065,1283,0.27035095105055684,0.04910252975620957,1,1,1,91,83,100,91
15,30841,19515,8689,0.36723841639376154,0.2817353522907817,0,1,1,84,73,74,78
14,13926,12918,3063,0.07238259370960792,0.21994829814735029,1,0,1,65,36,95,65
3,15305,9996,5266,0.34688010454099966,0.34407056517477946,1,1,0,78,73,79,77
9,25260,13755,6073,0.45546318289786225,0.2404196357878068,1,1,0,98,81,65,83
13,25942,12104,8601,0.5334207077326344,0.33154729781820985,0,0,0,94,51,49,68
10,35166,34053,9531,0.031649889097423646,0.27102883466985156,0,1,0,55,79,39,57
8,31888,22039,5745,0.30886226793778226,0.18016181635725037,1,0,0,74,58,72,69
15,41256,41776,16088,-0.012604227263913128,0.3899554004266046,1,0,0,55,33,75,54
12,11486,8938,4087,0.22183527772940972,0.35582448197806027,1,1,0,71,63,74,69
13,31226,16194,12277,0.4813937103695638,0.39316595145071415,1,1,0,94,73,76,82
12,41289,31921,5226,0.2268885175228269,0.12657124173508683,1,0,0,81,47,78,70
6,47421,46692,6376,0.015372936040994496,0.13445519917336202,0,0,1,59,37,71,56
15,34710,28113,11910,0.19006050129645635,0.34312878133102853,1,0,1,67,31,98,65
7,34307,22011,4213,0.3584108199492815,0.12280292651645437,1,0,1,93,43,100,80
3,42676,19616,652,0.5403505483175556,0.015277907957634267,1,1,1,100,88,100,96
13,18136,17986,3565,0.008270842523158359,0.19657035730039701,0,1,0,49,64,38,50
7,27099,13959,6218,0.48488874128196613,0.22945496143769142,0,0,0,88,54,42,64
11,12290,8301,2517,0.32457282343368593,0.20480065093572009,1,0,0,91,47,77,74
12,14473,15029,1245,-0.03841636150072549,0.08602224832446624,1,1,0,55,71,68,64
9,13399,10046,695,0.2502425554145832,0.05186954250317188,1,0,1,88,60,100,83
3,20325,10607,5531,0.478130381303813,0.2721279212792128,0,1,0,86,78,46,72
5,41341,30754,1965,0.25608959628456013,0.04753150625287245,0,0,1,81,47,70,68
9,21502,20969,2405,0.024788391777509067,0.11185006045949214,1,0,0,59,42,73,58
5,17284,17586,2516,-0.0174728072205508,0.14556815551955565,1,1,1,63,73,96,76
6,59067,58575,8804,0.00832952409975113,0.14905107758985559,0,1,0,54,72,36,54
15,40016,20186,6508,0.4955517792882847,0.16263494602159137,1,0,1,100,34,96,79
9,21246,10977,8658,0.4833380401016662,0.4075120022592488,0,0,0,82,38,46,58
12,32307,28893,12597,0.1056736930077073,0.3899154981892469,0,1,0,53,68,41,54
5,30945,29064,3787,0.060785264178380996,0.1223784133139441,0,1,1,56,65,62,60
4,24107,20705,9159,0.14112083627162236,0.37993114033268344,1,0,0,62,42,76,60
8,32272,15781,2850,0.5110002478929102,0.08831184928111056,0,0,0,93,68,38,69
13,10306,9254,1105,0.10207646031437997,0.10721909567242383,0,1,1,59,67,71,65
8,49726,37284,16200,0.2502111571411334,0.3257853034629771,0,1,1,66,72,58,65
9,27651,17160,1197,0.37940761636107195,0.043289573613974175,1,1,0,95,75,72,82
9,38377,29182,11569,0.23959663340021367,0.30145660161033955,1,1,0,75,71,74,74
10,43927,44800,13876,-0.019873881667311678,0.3158877228128486,1,1,0,49,67,72,61
6,22232,15536,9538,0.30118747750989566,0.4290212306585103,0,1,1,65,76,71,70
14,52605,42132,5607,0.19908753920729969,0.10658682634730539,1,0,0,75,46,75,66
15,48129,39044,21081,0.18876353134284943,0.4380103471919217,0,0,0,60,39,34,46
4,31785,24641,10059,0.22476010696869592,0.3164700330344502,1,1,1,77,65,100,81
9,15762,15813,5565,-0.0032356299961933763,0.35306433193757136,1,0,1,57,43,97,64
15,9307,8989,3318,0.03416783066509079,0.35650585580745675,1,1,0,53,60,65,59
4,32246,16767,3403,0.48002853067047074,0.10553246914345965,0,1,1,89,75,76,81
15,40423,18712,14188,0.5370952180689211,0.3509882987408159,0,1,1,89,75,72,80
3,50559,30576,10547,0.3952412033465852,0.20860776518522914,1,1,1,91,81,100,91
6,38809,29916,13226,0.22914787806951994,0.3407972377541292,0,1,1,59,71,69,66
7,13459,13538,4185,-0.005869678282190356,0.3109443495059068,0,1,0,47,68,42,52
8,48465,24115,5619,0.5024244300010317,0.11593933766635717,1,1,0,100,88,77,89
9,59877,42218,7388,0.2949212552399085,0.12338627519748818,0,0,1,76,50,66,65
13,46784,23059,15000,0.5071178180574556,0.32062243502051985,0,0,0,83,41,44,59
5,29063,20539,3161,0.29329387881498814,0.10876372019406118,1,1,1,88,75,100,88
13,52795,32003,9722,0.39382517283833696,0.18414622596836822,0,0,0,76,52,49,61
3,56776,31331,10933,0.4481647174862618,0.19256375933493025,1,0,1,100,46,100,84
10,28543,19079,4237,0.3315699120625022,0.14844270048698455,0,0,1,76,43,76,66
10,37633,21937,5155,0.4170807535939202,0.1369808412829166,1,1,0,86,76,70,78
5,17898,17768,2006,0.007263381383394793,0.11207956196223041,0,0,0,51,42,34,43
11,26197,15519,3612,0.4076039241134481,0.1378783830209566,1,1,1,93,79,100,91
8,54269,40041,20416,0.2621754592861486,0.37620004053879746,1,0,0,72,40,69,62
12,36114,36292,2496,-0.004928836462313784,0.06911447084233262,0,1,1,66,74,64,68
6,29377,20868,5620,0.2896483643666814,0.19130612383837697,1,1,1,86,74,97,86
6,54406,43908,20468,0.1929566591920009,0.3762085064147337,0,0,1,67,30,67,56
8,13328,10332,4521,0.22478991596638656,0.3392106842737095,1,1,0,68,76,65,70
13,8200,6370,1958,0.22317073170731708,0.23878048780487804,1,0,1,85,28,100,73
3,56201,38065,17654,0.32269888436148825,0.31412252451024003,1,0,1,80,53,95,76
5,37273,37281,6759,-0.00021463257585920104,0.18133769752904247,0,1,1,48,63,65,58
5,29155,13674,2530,0.5309895386726119,0.08677756817012519,0,1,1,99,89,76,89
9,19665,14200,1065,0.277904907195525,0.05415713196033562,1,1,0,87,73,76,79
15,31613,25925,6040,0.17992597981842912,0.1910606396102869,0,1,1,72,67,70,70
5,43920,22695,7291,0.4832650273224044,0.16600637522768671,1,0,0,100,54,72,78
13,51926,36335,1130,0.30025420791125834,0.021761737857720603,1,1,0,93,76,72,82
12,40208,18327,11948,0.5441951850378034,0.29715479506565856,0,1,0,90,80,41,72
6,57425,42636,11460,0.25753591641271223,0.19956464954288203,0,1,1,71,75,72,73
4,10730,8002,1374,0.2542404473438956,0.12805219012115565,0,0,1,85,48,71,70
7,22208,18366,890,0.1730007204610951,0.04007564841498559,1,0,0,75,43,70,64
13,24286,12200,10598,0.4976529687886025,0.4363831013752779,0,0,0,89,42,43,61
3,32120,21509,11080,0.3303549190535492,0.3449564134495641,0,1,1,69,80,77,74
3,39228,23372,970,0.4042010808606098,0.024727235648006527,0,0,0,85,57,37,62
9,9959,4785,2537,0.5195300733005321,0.2547444522542424,1,1,1,100,88,100,96
13,25823,25906,3581,-0.0032141889013669986,0.13867482476861712,0,1,0,54,68,44,55
14,11099,7341,3482,0.33858906207766465,0.31372195693305704,0,1,1,83,59,74,73
8,56181,48008,13836,0.14547622861821613,0.24627543119559994,0,1,1,62,63,71,65
11,34727,27434,7573,0.21000950269242952,0.21807239323869035,0,1,0,63,72,42,59
3,30508,30320,10741,0.0061623180805034745,0.3520715877802544,0,1,0,50,71,35,52
7,44074,41611,5896,0.05588328719880201,0.13377501474792394,0,1,1,65,69,64,66
14,34738,19119,4199,0.44962289135816685,0.12087627382117566,1,0,0,96,50,77,77
6,43518,40497,3664,0.06941955053081483,0.08419504572820442,0,0,0,46,40,43,43
8,51357,36315,846,0.2928909398913488,0.01647292482037502,1,1,1,90,93,100,94
13,40200,19122,16883,0.5243283582089552,0.41997512437810947,1,1,0,89,84,79,85
12,48647,50747,12003,-0.04316812958661377,0.24673669496577383,1,0,1,47,43,97,61
14,54898,30864,15399,0.4377937265474152,0.2805020219315822,1,1,0,92,69,77,81
12,34909,18820,668,0.4608840127187831,0.019135466498610674,0,0,1,93,59,74,77
4,53758,41123,16592,0.23503478552029466,0.30864243461438295,0,1,1,70,66,65,67
14,50852,52551,6287,-0.03341068197907653,0.12363328875953748,1,0,1,56,46,92,64
